rep,runtime,variant,scene,frames,fps_mean,fps_median,frame_ms_p50,frame_ms_p95,frame_ms_p99,frame_ms_max,guest_ms_mean,encode_ms_mean,gpu_ms_mean,init_ms,load_ms,phys_footprint_peak_bytes,phys_footprint_before_guest_bytes,linear_memory_peak_bytes,cpu_ms,e_share,ipc,run_instructions,run_cycles,all_hash,final_texture_hash,adapter,error
1,pulley,simd128,0,121,8.781,9.147,109.327,156.847,178.113,179.692,107.137,2.641,4.11,153.242,1828.609,553042712,,12386304,12191.007,1.0,2.694,94252240198,35490009670,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,pulley,simd128,1,121,14.605,16.284,61.41,108.784,117.073,120.595,64.823,1.947,1.702,184.888,1743.226,546620184,,6291456,7389.667,1.0,2.523,53939889596,21730925121,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,wamr,simd128,0,121,10.873,11.471,87.175,128.01,146.42,162.488,85.139,2.717,4.112,120.961,59.969,534741760,,12386304,9627.228,1.0,2.512,65778930884,26300534907,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,wamr,simd128,1,121,18.594,19.964,50.09,83.381,85.126,90.381,50.325,1.803,1.654,152.413,53.097,529744640,,6291456,5695.266,0.9999,2.392,37990042381,15955963025,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,wasm3,scalar,0,121,15.344,15.768,63.42,90.357,99.383,100.244,58.614,2.511,4.048,91.876,2.491,539394816,,12386304,6726.488,0.9999,2.395,43582664084,18305553520,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,wasm3,scalar,1,121,25.217,26.108,38.302,63.295,65.804,70.061,36.074,1.968,1.614,105.958,1.904,533463784,,6291456,4190.701,1.0,2.308,25708987413,11228276818,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,wasmedge,simd128,0,121,2.064,2.263,441.938,683.648,774.579,793.647,478.163,2.267,3.979,671.155,70.927,554763032,,12386304,51774.697,1.0,3.242,466998516477,143986949383,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,wasmedge,simd128,1,121,3.319,3.765,265.633,449.695,469.462,470.932,298.21,1.655,1.434,698.921,64.705,529416960,,6291456,32929.209,1.0,3.161,270267335745,85692503309,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,zwasm,scalar,0,121,2.132,2.31,432.938,652.347,675.4,682.511,462.542,2.549,4.014,628.995,29.252,545555224,,12386304,51087.734,1.0,3.811,496810925218,130558927629,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,zwasm,scalar,1,121,3.517,4.183,239.037,425.762,442.0,443.836,281.009,1.856,1.475,911.403,25.55,540558080,,6291456,30764.983,1.0,3.659,289917831366,79313806538,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,wasmz,scalar,0,121,9.635,10.136,98.661,145.15,153.093,155.554,97.232,2.452,4.108,202.914,26.009,582894408,,12386304,10852.272,1.0,2.346,66695234927,28533391751,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,wasmz,scalar,1,121,16.98,18.565,53.863,88.411,91.98,92.488,55.691,1.636,1.564,244.544,18.962,571573016,,6291456,6363.508,1.0,2.314,38466448093,16694678829,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
1,tinywasm,simd128,0,121,4.487,4.809,207.954,310.392,327.966,333.455,216.492,2.35,4.029,205.393,37.817,542147328,,12386304,24074.282,1.0,3.14,190137948774,60740281409,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
1,tinywasm,simd128,1,121,7.855,8.809,113.526,185.456,194.898,201.631,123.999,1.814,1.5,268.442,47.556,531612392,,6291456,13855.497,1.0,3.049,106741851560,35112506708,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,pulley,simd128,0,121,7.842,8.171,122.384,168.623,185.189,394.828,119.445,4.042,4.034,168.654,1842.956,540263168,,12386304,13176.468,1.0,2.663,94763396185,35982887178,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
2,pulley,simd128,1,121,15.208,16.939,59.035,103.313,117.779,134.823,62.571,1.668,1.516,192.142,1840.599,530694912,,6291456,7005.636,1.0,2.5,54151930954,21881004341,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,wamr,simd128,0,121,10.781,11.262,88.795,128.642,133.818,135.444,86.156,2.595,4.006,102.126,51.248,521962216,,12386304,9797.6,1.0,2.523,65684794150,26118617986,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
2,wamr,simd128,1,121,19.27,20.969,47.689,83.176,89.099,89.114,48.508,1.766,1.621,145.922,55.565,512377576,,6291456,5653.747,1.0,2.406,37862878360,15778347761,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,wasm3,scalar,0,121,15.65,15.966,62.635,89.531,96.149,96.846,57.267,2.561,4.072,88.675,1.476,522584784,,12386304,6652.132,0.9999,2.389,43503873287,18271191311,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
2,wasm3,scalar,1,121,24.956,28.552,35.023,62.378,71.228,125.885,36.769,1.838,1.464,120.334,2.833,515310288,,6291456,4106.032,1.0,2.304,25670139763,11167420725,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,wasmedge,simd128,0,121,2.1,2.278,438.924,669.479,696.334,734.482,469.684,2.342,4.175,458.084,33.1,539837208,,12386304,51431.647,1.0,3.255,466486828506,143375242717,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
2,wasmedge,simd128,1,121,3.564,4.0,249.988,423.175,457.743,480.517,277.315,1.708,1.545,760.696,65.782,529531648,,6291456,30208.093,1.0,3.178,269156665817,84606992231,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,zwasm,scalar,0,121,2.321,2.501,399.778,587.263,638.813,640.83,424.522,2.292,3.994,597.934,28.142,532742864,,12386304,46471.054,1.0,3.845,495035201460,128789479750,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
2,zwasm,scalar,1,121,4.057,4.572,218.708,395.982,410.007,413.17,243.402,1.646,1.453,741.488,21.188,522830568,,6291456,27153.676,1.0,3.72,288579628524,77791686782,a4d95f880db7a22b,33e4bacd203e3c72,Apple M4 Max (Metal),
2,wasmz,scalar,0,121,9.346,9.477,105.515,161.097,211.37,216.514,99.152,3.607,4.242,234.787,21.696,567755568,,12386304,10110.448,0.9999,2.349,66270131093,28405357933,f9fa7399f9cbc21b,d8670619b1c3d306,Apple M4 Max (Metal),
