rep,runtime,variant,scene,frames,fps_mean,fps_median,frame_ms_p50,frame_ms_p95,frame_ms_p99,frame_ms_max,guest_ms_mean,encode_ms_mean,gpu_ms_mean,init_ms,load_ms,phys_footprint_peak_bytes,phys_footprint_before_guest_bytes,linear_memory_peak_bytes,cpu_ms,e_share,ipc,run_instructions,run_cycles,all_hash,final_texture_hash,adapter,error
2,wasmz,scalar,0,121,5.678,5.9,169.503,222.399,227.687,234.836,134.3,4.294,37.511,360.107,47.279,97240024,,12386304,16750.125,0.9974,1.223,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
3,wasmz,scalar,0,121,5.649,5.871,170.325,224.715,237.166,242.635,135.036,4.329,37.672,356.766,48.303,97125336,,12386304,16852.455,0.9975,1.216,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
4,wasmz,scalar,0,121,5.639,5.885,169.917,226.31,234.868,239.318,135.071,4.256,38.0,361.341,48.828,97240024,,12386304,16843.257,0.9975,1.216,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
5,wasmz,scalar,0,121,5.663,5.881,170.039,222.862,234.452,240.206,134.544,4.256,37.784,365.364,53.056,97207256,,12386304,16782.241,0.9975,1.221,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
6,wasmz,scalar,0,121,5.662,5.875,170.22,224.284,236.03,237.875,134.415,4.26,37.942,364.48,48.605,97108952,,12386304,16752.33,0.9975,1.223,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
7,wasmz,scalar,0,121,5.665,5.873,170.284,223.631,233.156,236.298,134.47,4.27,37.777,366.708,49.806,97305560,,12386304,16756.651,0.9975,1.223,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
8,wasmz,scalar,0,121,5.643,5.855,170.791,224.171,232.894,238.479,135.296,4.347,37.557,364.807,73.261,97305560,,12386304,16873.63,0.9975,1.214,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
9,wasmz,scalar,0,121,5.607,5.828,171.599,229.314,255.059,255.237,135.98,4.247,38.11,371.736,48.174,97043416,,12386304,16909.31,0.9975,1.212,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
1,wasmz,scalar,1,121,10.429,11.811,84.67,139.016,140.703,141.981,82.187,3.04,10.655,414.171,47.564,86492120,,6291456,10305.668,0.9962,1.128,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
10,wasmz,scalar,1,121,10.453,12.254,81.607,139.684,156.964,162.934,82.074,3.069,10.525,426.281,84.525,86754264,,6291456,10137.094,0.9965,1.147,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
2,wasmz,scalar,1,121,10.387,11.706,85.423,139.598,141.81,142.58,82.673,2.975,10.63,414.084,46.545,86787032,,6291456,10354.498,0.9962,1.122,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
3,wasmz,scalar,1,121,10.381,12.251,81.626,139.684,140.756,141.893,82.725,2.979,10.627,406.968,46.267,86688728,,6291456,10354.626,0.9962,1.122,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
4,wasmz,scalar,1,121,10.372,11.873,84.223,139.153,141.002,141.041,82.803,2.98,10.628,414.526,46.166,86655960,,6291456,10373.312,0.9962,1.12,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
5,wasmz,scalar,1,121,10.375,11.753,85.082,139.715,141.833,144.988,82.739,3.021,10.621,413.526,47.132,86803416,,6291456,10362.873,0.9961,1.121,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
6,wasmz,scalar,1,121,10.425,12.329,81.107,139.597,140.574,141.092,82.277,3.002,10.645,416.591,48.54,86590464,,6291456,10328.055,0.9962,1.125,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
7,wasmz,scalar,1,121,10.298,11.985,83.438,138.691,140.887,176.312,83.427,3.022,10.652,414.75,46.961,86705112,,6291456,10383.704,0.9962,1.119,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
8,wasmz,scalar,1,121,10.391,12.158,82.253,137.302,140.043,141.272,82.568,3.023,10.644,410.027,48.039,86590424,,6291456,10367.789,0.9962,1.121,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
9,wasmz,scalar,1,121,10.429,12.275,81.463,135.875,139.469,140.246,82.315,2.951,10.618,415.786,46.045,86737880,,6291456,10316.669,0.9961,1.126,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
1,zwasm,scalar,0,121,1.239,1.343,744.812,1090.903,1139.771,1161.945,764.639,4.225,37.936,1036.497,42.847,232096888,,12386304,92167.451,0.9994,1.692,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
10,zwasm,scalar,0,121,1.237,1.331,751.226,1100.247,1138.82,1161.688,766.019,4.18,38.053,1044.108,44.829,231867512,,12386304,92243.707,0.9994,1.69,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
2,zwasm,scalar,0,121,1.243,1.351,740.369,1090.327,1138.745,1161.818,762.399,4.261,37.732,1046.214,41.938,231998584,,12386304,92039.632,0.9994,1.694,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
3,zwasm,scalar,0,121,1.242,1.345,743.651,1090.3,1146.528,1154.638,762.878,4.23,37.941,1035.461,42.832,232080504,,12386304,92108.03,0.9994,1.693,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
4,zwasm,scalar,0,121,1.242,1.334,749.533,1088.885,1136.004,1155.268,762.918,4.216,37.881,1038.174,42.025,232014968,,12386304,92118.909,0.9994,1.692,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
5,zwasm,scalar,0,121,1.241,1.335,749.327,1091.717,1141.451,1163.951,763.931,4.269,37.425,1039.418,44.518,232129656,,12386304,92212.789,0.9994,1.691,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
6,zwasm,scalar,0,121,1.241,1.335,749.05,1097.679,1141.027,1170.619,764.056,4.169,37.838,1034.886,44.773,232014968,,12386304,92207.587,0.9994,1.691,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
7,zwasm,scalar,0,121,1.241,1.334,749.789,1089.07,1138.509,1164.166,763.754,4.176,37.835,1037.286,44.849,231883896,,12386304,92204.423,0.9994,1.691,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
8,zwasm,scalar,0,121,1.241,1.333,750.072,1089.489,1139.398,1165.174,763.575,4.216,37.719,1037.787,42.913,232015048,,12386304,92147.142,0.9994,1.692,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
9,zwasm,scalar,0,121,1.24,1.334,749.385,1091.157,1150.737,1173.33,764.482,4.181,37.694,1036.963,45.263,231998584,,12386304,92185.236,0.9994,1.691,,,f9fa7399f9cbc21b,d8670619b1c3d306,Apple A12 GPU (Metal),
1,zwasm,scalar,1,121,2.132,2.463,405.939,683.796,692.567,694.46,455.319,3.095,10.662,1460.444,43.321,133252096,,6291456,54982.293,0.9992,1.639,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
10,zwasm,scalar,1,121,2.128,2.459,406.704,685.131,693.662,694.654,456.157,3.136,10.601,1456.318,43.567,133088256,,6291456,55101.495,0.9992,1.635,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
2,zwasm,scalar,1,121,2.132,2.467,405.273,683.761,693.267,693.8,455.279,3.119,10.595,1454.384,52.613,133055488,,6291456,55043.643,0.9992,1.637,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
3,zwasm,scalar,1,121,2.131,2.47,404.924,685.721,696.278,697.111,455.489,3.104,10.617,1468.957,46.745,133235712,,6291456,55061.962,0.9992,1.637,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
4,zwasm,scalar,1,121,2.135,2.461,406.377,684.388,690.328,696.009,454.619,3.143,10.628,1462.199,53.274,133252096,,6291456,54993.298,0.9992,1.639,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
5,zwasm,scalar,1,121,2.128,2.393,417.866,683.244,690.108,692.69,456.254,3.122,10.619,1459.406,45.551,133252096,,6291456,54973.019,0.9992,1.639,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
6,zwasm,scalar,1,121,2.134,2.467,405.371,683.296,691.436,692.178,454.888,3.082,10.612,1457.312,42.67,133317672,,6291456,55030.668,0.9992,1.637,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
7,zwasm,scalar,1,121,2.132,2.411,414.826,685.317,692.262,692.455,455.324,3.089,10.643,1465.986,42.427,133301248,,6291456,55027.781,0.9992,1.638,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
8,zwasm,scalar,1,121,2.132,2.451,407.945,686.072,691.173,691.322,455.279,3.124,10.645,1456.449,42.146,133235672,,6291456,55061.483,0.9992,1.637,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
9,zwasm,scalar,1,121,2.132,2.464,405.885,683.444,692.949,730.248,455.361,3.101,10.614,1465.824,43.967,133219328,,6291456,54996.631,0.9992,1.639,,,a4d95f880db7a22b,33e4bacd203e3c72,Apple A12 GPU (Metal),
