rep,variant,case,result,iterations,cycles_per_call,instructions_per_call,cpu_ms_per_call,e_share
1,pr2,graphql-validation (Porffor),0,122,29822726.68852459,61573596.67213115,13.67188524590164,1.0
2,pr2,graphql-validation (Porffor),0,123,29724888.040650405,61678497.02439024,13.590569105691058,1.0
3,pr2,graphql-validation (Porffor),0,120,29664470.141666666,61632091.7,13.53275,1.0
4,pr2,graphql-validation (Porffor),0,118,29865666.84745763,61595379.56779661,13.689830508474577,1.0
5,pr2,graphql-validation (Porffor),0,121,29641291.96694215,61625696.37190083,13.504297520661156,1.0
1,pr3,graphql-validation (Porffor),0,123,29700566.601626016,60742566.70731708,13.553089430894309,1.0
2,pr3,graphql-validation (Porffor),0,115,29760700.573913045,60716407.16521739,13.600260869565217,1.0
3,pr3,graphql-validation (Porffor),0,118,29717356.830508474,60676252.788135596,13.61093220338983,1.0
4,pr3,graphql-validation (Porffor),0,123,29505873.203252032,60656602.7398374,13.490569105691057,1.0
5,pr3,graphql-validation (Porffor),0,120,29544579.766666666,60860285.75833333,13.445,1.0
1,ub,graphql-validation (Porffor),0,120,29549712.45,60318963.25,13.467333333333332,1.0
2,ub,graphql-validation (Porffor),0,123,29399158.040650405,60207275.032520324,13.423739837398372,1.0
3,ub,graphql-validation (Porffor),0,118,29570793.15254237,60301129.83898305,13.422372881355932,1.0
4,ub,graphql-validation (Porffor),0,120,29479809.05,60271183.15,13.474,1.0
5,ub,graphql-validation (Porffor),0,125,29680205.912,60331070.616,13.4988,1.0
1,base,matmul relaxed-simd FMA,48907,450,8143361.471111111,26318948.751111113,4.447177777777778,1.0
2,base,matmul relaxed-simd FMA,48907,452,8173548.778761062,26318440.31858407,4.465840707964602,1.0
3,base,matmul relaxed-simd FMA,48907,441,8214783.46031746,26319785.68707483,4.484671201814059,1.0
4,base,matmul relaxed-simd FMA,48907,451,8197027.328159645,26320023.419068735,4.476341463414634,1.0
5,base,matmul relaxed-simd FMA,48907,445,8172891.496629214,26318466.588764045,4.463258426966292,1.0
1,pr1,matmul relaxed-simd FMA,48907,465,7842287.161290322,25438491.376344085,4.283354838709678,1.0
2,pr1,matmul relaxed-simd FMA,48907,464,7842922.239224138,25438522.015086208,4.283340517241379,1.0
3,pr1,matmul relaxed-simd FMA,48907,466,7897973.225321888,25438856.63948498,4.313197424892704,1.0
4,pr1,matmul relaxed-simd FMA,48907,461,7848545.798264642,25442391.971800435,4.28295010845987,1.0
5,pr1,matmul relaxed-simd FMA,48907,464,7887179.262931035,25438513.193965517,4.308685344827587,1.0
1,pr2,matmul relaxed-simd FMA,48907,472,7772300.921610169,25088613.194915254,4.24510593220339,1.0
2,pr2,matmul relaxed-simd FMA,48907,473,7765857.820295983,25088234.69767442,4.24122621564482,1.0
3,pr2,matmul relaxed-simd FMA,48907,471,7790011.564755838,25093105.995753717,4.247940552016985,1.0
4,pr2,matmul relaxed-simd FMA,48907,437,7777739.340961099,25090923.19679634,4.24162471395881,1.0
5,pr2,matmul relaxed-simd FMA,48907,470,7773848.308510638,25090187.965957448,4.2413617021276595,1.0
1,pr3,matmul relaxed-simd FMA,48907,491,7266948.00203666,23754866.790224034,3.9695723014256616,1.0
2,pr3,matmul relaxed-simd FMA,48907,511,7260925.86888454,23754751.003913894,3.9663209393346377,1.0
3,pr3,matmul relaxed-simd FMA,48907,478,7262412.008368201,23754583.32635983,3.967133891213389,1.0
4,pr3,matmul relaxed-simd FMA,48907,508,7259314.521653543,23754847.592519686,3.965964566929134,1.0
5,pr3,matmul relaxed-simd FMA,48907,509,7275957.552062868,23754643.402750492,3.973398821218075,1.0
1,ub,matmul relaxed-simd FMA,48907,506,7186806.349802371,23754677.14624506,3.9248418972332018,1.0
2,ub,matmul relaxed-simd FMA,48907,492,7217698.463414635,23754775.25,3.94239837398374,1.0
3,ub,matmul relaxed-simd FMA,48907,501,7209407.99001996,23755196.33732535,3.936686626746507,1.0
4,ub,matmul relaxed-simd FMA,48907,512,7185412.580078125,23755031.18359375,3.92439453125,1.0
5,ub,matmul relaxed-simd FMA,48907,505,7182861.415841584,23754762.45148515,3.9241386138613863,1.0
1,base,sieve(10000) [scalar build],1229,1808,2055183.3196902655,6415542.71460177,1.1224059734513274,1.0
2,base,sieve(10000) [scalar build],1229,1690,2039764.2408284023,6415446.536686391,1.1142603550295858,1.0
3,base,sieve(10000) [scalar build],1229,1815,2041777.955922865,6415432.622038567,1.1153333333333333,1.0
4,base,sieve(10000) [scalar build],1229,1777,2049664.1029825548,6415291.659538548,1.1200112549240293,1.0
5,base,sieve(10000) [scalar build],1229,1790,2039210.3201117318,6415260.753631284,1.1139217877094973,1.0
1,pr1,sieve(10000) [scalar build],1229,1931,1857431.4852408078,6006258.495080269,1.0144743656136717,1.0
2,pr1,sieve(10000) [scalar build],1229,1991,1855611.664992466,6006104.0185836265,1.0139477649422401,1.0
3,pr1,sieve(10000) [scalar build],1229,1990,1855932.6462311558,6006226.204522613,1.0138391959798996,1.0
4,pr1,sieve(10000) [scalar build],1229,1991,1853652.4314414866,6006131.683073833,1.0129532898041185,1.0
5,pr1,sieve(10000) [scalar build],1229,1982,1857086.2421796166,6006182.153380424,1.014510595358224,1.0
1,pr2,sieve(10000) [scalar build],1229,1982,1852927.7588294651,5978773.682643794,1.0121997981836528,1.0
2,pr2,sieve(10000) [scalar build],1229,1958,1855518.6123595505,5979292.341675179,1.0120480081716037,1.0
3,pr2,sieve(10000) [scalar build],1229,1960,1851838.461734694,5978796.113265306,1.0115051020408163,1.0
4,pr2,sieve(10000) [scalar build],1229,1952,1850767.9938524591,5978798.685450819,1.010922131147541,1.0
5,pr2,sieve(10000) [scalar build],1229,1938,1853299.1393188855,5978838.259029928,1.0122445820433437,1.0
1,pr3,sieve(10000) [scalar build],1229,1873,1748843.75280299,5796002.547784303,0.9552269087026162,1.0
2,pr3,sieve(10000) [scalar build],1229,2006,1744392.242771685,5795733.950149551,0.9530059820538385,1.0
3,pr3,sieve(10000) [scalar build],1229,2024,1748976.6946640317,5796358.96986166,0.9540266798418973,1.0
4,pr3,sieve(10000) [scalar build],1229,2124,1749104.9557438795,5796082.169962335,0.9544774011299435,1.0
5,pr3,sieve(10000) [scalar build],1229,2026,1749857.9600197433,5796331.305034551,0.9546100691016781,1.0
1,ub,sieve(10000) [scalar build],1229,2017,1814754.4020823005,5795907.1923648985,0.9910213187902827,1.0
2,ub,sieve(10000) [scalar build],1229,2013,1815377.5538996523,5795870.949329359,0.9916641828117239,1.0
3,ub,sieve(10000) [scalar build],1229,2011,1824967.4142217801,5795816.037792143,0.9969517652909,1.0
4,ub,sieve(10000) [scalar build],1229,1974,1812973.0607902736,5795868.059777102,0.990339412360689,1.0
5,ub,sieve(10000) [scalar build],1229,1976,1818839.8076923077,5795715.490890688,0.9936234817813766,1.0
1,base,tail-call FSM (65536 return_call),-1841735369,254,14543682.381889764,45248057.283464566,7.944291338582677,1.0
2,base,tail-call FSM (65536 return_call),-1841735369,251,14598686.784860557,45248952.22310757,7.975059760956175,1.0
3,base,tail-call FSM (65536 return_call),-1841735369,247,14587713.55465587,45249040.692307696,7.969271255060729,1.0
4,base,tail-call FSM (65536 return_call),-1841735369,252,14548033.087301588,45249783.96428572,7.945833333333333,1.0
5,base,tail-call FSM (65536 return_call),-1841735369,251,14602580.06374502,45248455.66135458,7.976494023904382,1.0
1,pr1,tail-call FSM (65536 return_call),-1841735369,257,14239674.186770428,44200358.16731518,7.777626459143969,1.0
2,pr1,tail-call FSM (65536 return_call),-1841735369,258,14254901.240310077,44199286.515503876,7.788953488372093,1.0
3,pr1,tail-call FSM (65536 return_call),-1841735369,256,14260475.171875,44201001.55078125,7.7890234375,1.0
4,pr1,tail-call FSM (65536 return_call),-1841735369,258,14287481.124031007,44200597.52713178,7.803139534883721,1.0
5,pr1,tail-call FSM (65536 return_call),-1841735369,255,14273389.529411765,44203176.4,7.788235294117647,1.0
1,pr2,tail-call FSM (65536 return_call),-1841735369,264,14080987.348484848,42954813.45454545,7.692575757575757,1.0
2,pr2,tail-call FSM (65536 return_call),-1841735369,263,14100193.292775664,42954923.376425855,7.7034220532319395,1.0
3,pr2,tail-call FSM (65536 return_call),-1841735369,263,14112436.623574145,42955692.70722433,7.707946768060837,1.0
4,pr2,tail-call FSM (65536 return_call),-1841735369,263,14117108.92015209,42955652.0,7.711673003802281,1.0
5,pr2,tail-call FSM (65536 return_call),-1841735369,262,14129994.045801526,42955125.01526718,7.717480916030534,1.0
1,pr3,tail-call FSM (65536 return_call),-1841735369,259,13906884.216216216,42822734.62162162,7.596409266409267,1.0
2,pr3,tail-call FSM (65536 return_call),-1841735369,259,13924574.652509652,42824005.27799228,7.604864864864865,1.0
3,pr3,tail-call FSM (65536 return_call),-1841735369,258,13874334.317829458,42823985.356589146,7.576705426356589,1.0
4,pr3,tail-call FSM (65536 return_call),-1841735369,260,13920064.346153846,42824326.67307692,7.603038461538461,1.0
5,pr3,tail-call FSM (65536 return_call),-1841735369,260,13896390.476923076,42824094.34615385,7.588346153846154,1.0
1,ub,tail-call FSM (65536 return_call),-1841735369,273,13750999.02930403,42430814.787545785,7.510183150183151,1.0
2,ub,tail-call FSM (65536 return_call),-1841735369,268,13737420.697761195,42429649.7238806,7.504738805970149,1.0
3,ub,tail-call FSM (65536 return_call),-1841735369,271,13728967.667896679,42430260.579335794,7.499335793357933,1.0
4,ub,tail-call FSM (65536 return_call),-1841735369,267,13729468.988764046,42429818.72284644,7.500711610486891,1.0
5,ub,tail-call FSM (65536 return_call),-1841735369,267,13738636.146067416,42430433.79775281,7.504794007490637,1.0
1,base,vtable_poly4 (200K),-126115384,28,128787228.53571428,345401729.4285714,70.3575,1.0
2,base,vtable_poly4 (200K),-126115384,28,128456946.82142857,345415782.46428573,70.15928571428572,1.0
3,base,vtable_poly4 (200K),-126115384,28,128285979.42857143,345400798.96428573,70.09714285714286,1.0
4,base,vtable_poly4 (200K),-126115384,28,129156059.5,345410404.60714287,70.53071428571428,1.0
5,base,vtable_poly4 (200K),-126115384,28,128463629.25,345441464.60714287,70.07535714285714,1.0
1,pr1,vtable_poly4 (200K),-126115384,28,128007733.85714285,336397669.1785714,69.83928571428571,1.0
2,pr1,vtable_poly4 (200K),-126115384,29,126269438.0,336381192.20689654,68.96275862068966,1.0
3,pr1,vtable_poly4 (200K),-126115384,28,126355085.92857143,336356690.71428573,69.01071428571429,1.0
4,pr1,vtable_poly4 (200K),-126115384,29,125986389.51724137,336360951.62068963,68.82206896551723,1.0
5,pr1,vtable_poly4 (200K),-126115384,28,126567558.78571428,336357860.4285714,69.15178571428571,1.0
1,pr2,vtable_poly4 (200K),-126115384,29,123445795.5862069,325455588.86206895,67.41275862068966,1.0
2,pr2,vtable_poly4 (200K),-126115384,29,123493107.8275862,325446150.5862069,67.46620689655172,1.0
3,pr2,vtable_poly4 (200K),-126115384,29,122485038.03448276,325457191.55172414,66.89999999999999,1.0
4,pr2,vtable_poly4 (200K),-126115384,26,124648407.3076923,325452791.53846157,68.07692307692308,1.0
5,pr2,vtable_poly4 (200K),-126115384,29,122898822.5862069,325448546.2758621,67.12896551724138,1.0
1,pr3,vtable_poly4 (200K),-126115384,30,120492519.26666667,320746118.2,65.81966666666666,1.0
2,pr3,vtable_poly4 (200K),-126115384,30,120066934.83333333,320749842.1,65.57366666666667,1.0
3,pr3,vtable_poly4 (200K),-126115384,30,121210946.83333333,320739874.1666667,66.20933333333333,1.0
4,pr3,vtable_poly4 (200K),-126115384,30,120064679.7,320751465.2,65.57766666666666,1.0
5,pr3,vtable_poly4 (200K),-126115384,30,120344348.03333333,320741929.1333333,65.73366666666666,1.0
1,ub,vtable_poly4 (200K),-126115384,30,120008603.66666667,318751980.3333333,65.542,1.0
2,ub,vtable_poly4 (200K),-126115384,31,119551370.83870968,318743849.0967742,65.32129032258065,1.0
3,ub,vtable_poly4 (200K),-126115384,30,119608268.96666667,318737326.73333335,65.34533333333333,1.0
4,ub,vtable_poly4 (200K),-126115384,30,119926252.8,318754212.1,65.49666666666667,1.0
5,ub,vtable_poly4 (200K),-126115384,30,120779812.13333334,318748986.1333333,65.97133333333333,1.0
1,base,xmrsplayer (1024-frame buffer),1821690159,80,45956199.9125,119193361.425,25.097875,1.0
2,base,xmrsplayer (1024-frame buffer),1681653048,79,45509478.12658228,119199556.78481013,24.85253164556962,1.0
3,base,xmrsplayer (1024-frame buffer),846043454,81,45517998.790123455,119184787.87654321,24.869876543209877,1.0
4,base,xmrsplayer (1024-frame buffer),212325309,76,47409125.60526316,119213624.0,25.891315789473683,1.0
5,base,xmrsplayer (1024-frame buffer),1821690159,80,45372827.35,119193420.6625,24.781875,1.0
1,pr1,xmrsplayer (1024-frame buffer),-1323583813,84,43573422.98809524,114914231.96428572,23.799761904761905,1.0
2,pr1,xmrsplayer (1024-frame buffer),-1323583813,84,42477438.27380952,114913378.14285715,23.203333333333333,1.0
3,pr1,xmrsplayer (1024-frame buffer),155573075,87,42910511.45977011,114908242.47126436,23.434022988505745,1.0
4,pr1,xmrsplayer (1024-frame buffer),478240825,74,43482623.31081081,114947343.85135135,23.74445945945946,1.0
5,pr1,xmrsplayer (1024-frame buffer),-1612982694,86,42433227.26744186,114907827.79069768,23.179418604651165,1.0
1,pr2,xmrsplayer (1024-frame buffer),1890055750,88,41756546.125,113091608.5909091,22.815454545454546,1.0
2,pr2,xmrsplayer (1024-frame buffer),-1612982694,86,43519930.05813953,113104073.1627907,23.775581395348837,1.0
3,pr2,xmrsplayer (1024-frame buffer),-1464994193,85,43054225.67058823,113116072.36470588,23.510235294117646,1.0
4,pr2,xmrsplayer (1024-frame buffer),-1464994193,85,43982798.21176471,113113068.22352941,24.024235294117645,1.0
5,pr2,xmrsplayer (1024-frame buffer),-1464994193,85,42871395.4117647,113114934.43529412,23.410705882352943,1.0
1,pr3,xmrsplayer (1024-frame buffer),-801489947,92,39473823.85869565,110979304.98913044,21.56804347826087,1.0
2,pr3,xmrsplayer (1024-frame buffer),-1464994193,85,42896269.54117647,111025949.04705882,23.424470588235295,1.0
3,pr3,xmrsplayer (1024-frame buffer),-2074729185,89,40873122.37078652,110992922.4269663,22.321235955056178,1.0
4,pr3,xmrsplayer (1024-frame buffer),1890055750,88,41851170.21590909,110999440.47727273,22.861022727272726,1.0
5,pr3,xmrsplayer (1024-frame buffer),-1885905528,90,41362441.62222222,110988625.06666666,22.589111111111112,1.0
1,ub,xmrsplayer (1024-frame buffer),-1885905528,90,40954534.54444444,110414435.06666666,22.37,1.0
2,ub,xmrsplayer (1024-frame buffer),-1464994193,85,43003921.78823529,110459824.29411764,23.46129411764706,1.0
3,ub,xmrsplayer (1024-frame buffer),-1612982694,86,42702477.31395349,110440638.38372093,23.32139534883721,1.0
4,ub,xmrsplayer (1024-frame buffer),-1612982694,86,42173118.302325584,110443102.81395349,23.034767441860467,1.0
5,ub,xmrsplayer (1024-frame buffer),-1612982694,86,42977904.87209302,110441880.69767442,23.469883720930234,1.0
